RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i5a_health,i6_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i7b_health,weight,gender,age,region,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
258,10/04/2020 01:02,week 1,2,0,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Frequently,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Always,Always,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.002447782,Male,36,Penang,3,0,Full time employment, , , , , 
259,10/04/2020 01:04,week 1,5,1,0,Yes,Always,No,Yes,Very easy,Very willing,Always,Always,Always,Always,Not at all,Always,Rarely,Not at all, ,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","No, they have not",No,Yes,No,No,Yes,No,Yes,1.01660718,Male,22,Penang,7,1,Not working, , , , , 
260,10/04/2020 01:04,week 1,2,0,0, , , ,Yes,Somewhat easy,Somewhat willing,Sometimes,Always,Sometimes,Frequently,Always,Always,Always,Always, ,Always,Always,Frequently,Always,Always,Always,Always,Sometimes,Frequently,Frequently,Always,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.909304524,Female,27,Sabah,5,2,Not working, , , , , 
261,10/04/2020 01:04,week 1,1,5,0, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Frequently,Sometimes,Sometimes,Frequently,Always,Always,Always,Always, ,Frequently,Always,Frequently,Always,Always,Frequently,Always,Rarely,Frequently,Frequently,3,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.976409736,Female,35,Melaka,2,0,Full time employment, , , , , 
262,10/04/2020 01:05,week 1,3,4,1, , , ,No,Very easy,Very willing,Frequently,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Frequently,Always,Always,Always,Frequently,Always,Frequently,Frequently,Frequently,7,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.991040254,Female,46,Penang,4,0,Full time employment, , , , , 
263,10/04/2020 01:05,week 1,1,1,0, , , ,No,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.957223908,Male,42,Perak,5,2,Full time employment, , , , , 
264,10/04/2020 01:06,week 1,2,0,0, , , ,Yes,Somewhat easy,Somewhat willing,Always,Frequently,Frequently,Always,Always,Sometimes,Always,Always,Sometimes,Always,Always,Frequently,Frequently,Always,Frequently,Sometimes,Sometimes,Rarely,Frequently,Frequently,10,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.941906683,Male,41,Selangor,3,1,Full time employment, , , , , 
265,10/04/2020 01:09,week 1,5,0,0, , , ,Yes,Very easy,Somewhat willing,Always,Frequently,Sometimes,Always,Always,Always,Not at all,Not at all,Not at all,Always,Always,Sometimes,Sometimes,Always,Always,Not at all,Always,Always,Rarely,Not at all,5,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.946680264,Female,26,Selangor,6,1,Full time employment, , , , , 
266,10/04/2020 01:10,week 1,5,5,2, , , ,No,Somewhat easy,Somewhat willing,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Frequently,Rarely,Sometimes,Sometimes,3,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.946680264,Female,32,Selangor,6,3,Full time employment, , , , , 
267,10/04/2020 01:10,week 1,2,1,1, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Frequently, ,Always,Always,Always,Always,Always,Sometimes,Frequently,Frequently,Always,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.756032698,Female,28,Serawak,4,0,Full time employment, , , , , 
268,10/04/2020 01:11,week 1,2,0,0, , , ,Yes,Not sure,Somewhat unwilling,Always,Always,Sometimes,Always,Always,Sometimes,Frequently,Always,Always, ,Always,Always,Always,Always,Always,Sometimes,Rarely,Sometimes,Rarely,Frequently,4,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.051642597,Female,29,Serawak,4,0,Full time employment, , , , , 
269,10/04/2020 01:12,week 1,4,0,0, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Rarely,Sometimes,Frequently,2,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.936571281,Male,29,Selangor,5,1,Full time employment, , , , , 
270,10/04/2020 01:12,week 1,6,6,0,Yes,Sometimes,No,No,Somewhat difficult,Neither willing nor unwilling,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes, ,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes, ,Not sure,No,Yes,No,No,No,No,Yes,1.290016891,Female,21,Sabah,5,2,Full time student, , , , , 
271,10/04/2020 01:13,week 1,1,0,0, , , ,Yes,Very easy,Very willing,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Frequently,Not at all,Frequently,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,5,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not",Not sure,No,No,No,No,No,Yes, ,0.923123497,Male,28,Johor,1,1,Full time employment, , , , , 
272,10/04/2020 01:15,week 1,3,3,1, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Not at all,Not at all,Not at all,Frequently,Rarely,Not at all,Always,Rarely,Always,2,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.910724822,Male,31,Kuala Lumpur,4,2,Full time employment, , , , , 
273,10/04/2020 01:15,week 1,0,4,1, , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Always,Always,6,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.926123254,Female,27,Kuala Lumpur,3,1,Full time employment, , , , , 
274,10/04/2020 01:16,week 1,2,0,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.051245091,Female,20,Selangor,3,0,Full time employment, , , , , 
275,10/04/2020 01:16,week 1,3,0,1, , , ,Yes,Very easy,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Always,Frequently,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.95601675,Female,21,Kuala Lumpur,3,0,Full time student, , , , , 
276,10/04/2020 01:17,week 1,0,0,0, , , ,No,Very easy,Not sure,Always,Always,Not at all,Not at all,Not at all,Always,Always,Not at all,Not at all,Not at all,Always,Always,Always,Always,Not at all,Not at all,Not at all,Always,Always,Not at all,10,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes, , ,No,No,No,No,No,Yes, ,0.938458552,Female,36,Kelantan,8 or more,3,Part time employment, , , , , 
277,10/04/2020 01:21,week 1,0,2,2, , , ,Yes,Neither easy nor difficult,Somewhat unwilling,Always,Always,Frequently,Always,Always,Not at all,Frequently,Always, , ,Rarely,Always,Always,Always,Always,Sometimes,Frequently,Sometimes,Sometimes,Rarely,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.970744526,Male,20,Perak,2,0,Full time student, , , , , 
278,10/04/2020 01:22,week 1,0,35,0, , , ,Yes,Somewhat easy,Somewhat willing,Frequently,Always,Frequently,Always,Rarely,Always,Not at all,Not at all,Not at all, ,Not at all,Rarely,Rarely,Rarely,Always,Rarely,Not at all,Not at all,Sometimes,Sometimes,10,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.970878892,Female,33,Melaka,6,0,Full time employment, , , , , 
279,10/04/2020 01:22,week 1,3,3,0, , , ,No,Somewhat difficult,Neither willing nor unwilling,Always,Frequently,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Frequently,Rarely,5,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Pusat Tuisyen,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.952406721,Female,28,Selangor,6,0,Full time employment, , , , , 
280,10/04/2020 01:23,week 1,3,0,0, , , ,No,Very easy,Somewhat willing,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Sometimes,Frequently,Frequently,Frequently,8,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.934250599,Female,67,Selangor,5,3,Part time employment, , , , , 
281,10/04/2020 01:24,week 1,0,10,0, , , ,Yes,Very easy,Very willing,Frequently,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Sometimes,Always,Always,Sometimes,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.925589215,Female,47,Selangor,1,0,Full time employment, , , , , 
282,10/04/2020 01:28,week 1,3,10,1, , , ,Yes,Neither easy nor difficult,Very willing,Always,Frequently,Always,Always,Not at all,Rarely,Not at all,Not at all,Not at all, ,Not at all,Not at all,Not at all,Not at all,Not at all,Rarely,Always,Rarely,Not at all,Not at all,4,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Perkhidmatan makanan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.926123254,Female,25,Kuala Lumpur,3,0,Full time employment, , , , , 
283,10/04/2020 01:29,week 1,3,0,0, , , ,No,Very easy,Very willing,Always,Frequently,Frequently,Always,Always,Always,Not at all,Not at all,Always, ,Frequently,Always,Always,Always,Always,Rarely,Not at all,Rarely,Sometimes,Frequently,6,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.931725362,Female,27,Kuala Lumpur,4,0,Full time employment, , , , , 
284,10/04/2020 01:31,week 1,0,0,2, , , ,No,Somewhat difficult,Somewhat willing,Always,Always,Sometimes,Frequently,Always,Sometimes,Not at all,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,Sometimes,Rarely,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.977767619,Male,69,Penang,4,4,Part time employment, , , , , 
285,10/04/2020 01:31,week 1,0,0,0, , , ,Not sure,Neither easy nor difficult,Somewhat willing,Always,Sometimes,Frequently,Always,Not at all,Not at all,Not at all,Not at all, , ,Sometimes,Not at all,Not at all,Not at all,Not at all,Sometimes,Sometimes,Sometimes,Not at all,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.927532051,Female,31,Kelantan,Prefer not to say,Prefer not to say,Not working, , , , , 
286,10/04/2020 01:33,week 1,3,3,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Not at all,Rarely,Not at all,Sometimes,Always,Always,Always,Always,Always,Always,Rarely,Not at all,Sometimes,Always,Sometimes,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Perbankan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.946680264,Female,34,Selangor,4,2,Full time employment, , , , , 
287,10/04/2020 01:33,week 1,6,0,0, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Always,Frequently,Always,Always,Not at all,Always, ,Always,Always,Always,Not at all,Not at all,Always,Frequently,Always,Always,Always,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.973408541,Female,38,Perak,6,2,Not working, , , , , 
288,10/04/2020 01:34,week 1,1,2,1, , , ,No,Somewhat easy,Neither willing nor unwilling,Sometimes,Always,Frequently,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Not at all, ,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Frequently,Rarely,25,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.243813673,Male,33,Sabah,4,0,Full time employment, , , , , 
289,10/04/2020 01:36,week 1,3,30,1, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Frequently,Sometimes,Always,Always,Frequently,Always,Not at all,Rarely,Always,Not at all,Always,Not at all,Not at all,Not at all,Sometimes,Always,Frequently,Sometimes,Always,8,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Grab,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.018922927,Male,24,Johor,5,1,Part time employment, , , , , 
290,10/04/2020 01:37,week 1,6,0,0,No,Always,No,No,Very easy,Very willing,Always,Always,Sometimes,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,Frequently,Not at all,5,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No, I have not","No, they have not",No,Yes,Yes,No,Yes,No,No,0.933087329,Female,26,Johor,7,2,Full time employment, , , , , 
291,10/04/2020 01:37,week 1,1,5,0, , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,Not at all,Always,30,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"Yes, and I tested negative","No, they have not",No,No,No,No,No,Yes, ,1.007499367,Male,30,Selangor,5,1,Full time employment, , , , , 
292,10/04/2020 01:43,week 1,1,4,1, , , ,Yes,Somewhat easy,Somewhat willing,Sometimes,Always,Not at all,Always,Always,Rarely,Frequently,Always, ,Always,Frequently,Always,Always,Always,Always,Rarely,Rarely,Sometimes,Rarely,Rarely,12, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.946680264,Female,30,Selangor,4,2,Not working, , , , , 
293,10/04/2020 01:45,week 1,0,0,0, , , ,Yes,Very difficult,Very unwilling,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Always,Not at all,Always,Always,Always,Always,Always,Not at all,Always,Not at all,Always,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.967555807,Female,36,Perak,5,1,Part time employment, , , , , 
294,10/04/2020 01:47,week 1,2,0,0, , , ,No,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Frequently,Not at all,Not at all,Always,Always,9,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.013622711,Female,26,Penang,3,1,Full time employment, , , , , 
295,10/04/2020 01:47,week 1,4,0,0, , , ,Yes,Neither easy nor difficult,Somewhat unwilling,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently, ,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.95601675,Female,18,Kuala Lumpur,5,3,Full time student, , , , , 
296,10/04/2020 01:48,week 1,4,6,1, , , ,Yes,Somewhat difficult,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Frequently,Frequently,Frequently,Always,Always,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.090386028,Female,29,Penang,4,2,Full time employment, , , , , 
297,10/04/2020 01:49,week 1,4,2,0, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Sometimes,Not at all,Not at all,Always,Sometimes,Rarely,Rarely,Sometimes,Sometimes,5,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.051274383,Female,38,Serawak,5,3,Full time employment, , , , , 
298,10/04/2020 01:49,week 1,5,0,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,11, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.957414225,Female,20,Johor,5,0,Not working, , , , , 
299,10/04/2020 01:52,week 1,2,0,0, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Frequently,Always,Always,Always,Always,Always,Always, ,Always,Frequently,Always,Always,Always,Always,Frequently,Always,Frequently,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.937033159,Female,36,Kuala Lumpur,3,0,Full time employment, , , , , 
300,10/04/2020 01:52,week 1,2,0,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Not at all,Always,Not at all, , ,Always,Always,Always,Always,Always,Not at all,Sometimes,Always,Always,Not at all,20, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.045319471,Female,27,Serawak,2,0,Not working, , , , , 
301,10/04/2020 01:53,week 1,0,0,0, , , ,Not sure,Neither easy nor difficult,Not sure,Always,Always,Not at all,Always,Not at all,Not at all,Not at all,Not at all,Not at all, ,Not at all,Not at all,Not at all,Not at all,Not at all,Rarely,Not at all,Frequently,Sometimes,Not at all,10,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.024534051,Female,26,Selangor,Don't know,0,Full time employment, , , , , 
302,10/04/2020 01:54,week 1,2,0,0, , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Frequently,Always,Not at all,Always,Not at all,Not at all, , ,Not at all,Always,Always,Always,Always,Always,Not at all,Not at all,Always,Not at all,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.928633307,Female,57,Selangor,3,0,Retired, , , , , 
