RecordNo,endtime,qweek,gender,age,region,household_size,household_children,employment_status_1,employment_status_2,employment_status_3,employment_status_4,employment_status_5,employment_status_6,employment_status_7,i1_health,i2_health,i7a_health,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,weight
46,2020-04-09 11:53:32,week 1,Male,69,Trøndelag/Nord-Norge,1,0,No,No,No,Yes,No,No,No,0,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Rarely,Always,Always, , ,Always,Always,Always,Always,Always,Sometimes,Always,Always,Rarely,Always,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.927091900028
47,2020-04-09 11:54:14,week 1,Male,72,Sørlandet,2,0,No,No,No,Yes,No,No,No,1,2,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Rarely,Always,Frequently,Frequently,Always,Not at all,Always,Always, , ,Frequently,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.976120096696
48,2020-04-09 11:55:04,week 1,Male,57,Vestlandet,1,0,No,No,No,No,No,Yes,No,0,1,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Somewhat willing,Not at all,Frequently,Not at all,Not at all,Not at all,Not at all,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Not at all,Not at all,0, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.941374316421
49,2020-04-09 11:55:04,week 1,Female,39,Sørlandet,4,2,No,No,No,No,Yes,No,No,3,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Sometimes,Not at all,Always,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.944491202827
50,2020-04-09 11:55:32,week 1,Male,65,Vestlandet,2,0,No,No,No,Yes,No,No,No,0,0,2,"No, I have not","No, they have not",No,Yes,No,No,No,No,No,Always,No,No,Yes,Very easy,Very willing,Frequently,Always,Frequently,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Frequently,Frequently,Sometimes,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.958838871214
51,2020-04-09 11:57:15,week 1,Male,18,Rest Østland,5,0,No,No,Yes,No,No,No,No,3,2,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Not at all,Frequently,Frequently,Frequently,Frequently,Sometimes,Not at all,Always, , ,Always,Frequently,Frequently,Always,Always,Rarely,Not at all,Not at all,Not at all,Sometimes,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.944439127162
52,2020-04-09 11:57:53,week 1,Male,75,Rest Østland,2,0,No,No,No,Yes,No,No,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Frequently,Frequently,Frequently,Always,Frequently,Always,Always, , ,Rarely,Always,Always,Always,Rarely,Sometimes,Not at all,Not at all,Rarely,Sometimes,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,.983900012451
53,2020-04-09 11:59:12,week 1,Female,38,Sørlandet,1,0,Yes,No,No,No,No,No,No,0,3,4,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Sometimes,Always,Always,Sometimes,Always,Always,Rarely, ,Always,Frequently,Always,Always,Frequently,Frequently,Not at all,Not at all,Sometimes,Frequently,20,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,__NA__,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,.944491202827
54,2020-04-09 12:00:56,week 1,Male,46,Trøndelag/Nord-Norge,4,2,Yes,No,No,No,No,No,No,3,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Very unwilling,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,12,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.900607369945
55,2020-04-09 12:00:59,week 1,Male,41,Oslo/Akershus,2,0,No,Yes,No,No,No,No,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Not at all,Always,Not at all,Always, ,Always,Always,Always,Always,Always,Not at all,Not at all,Not at all,Not at all,Frequently,7,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.00271876423
56,2020-04-09 12:01:52,week 1,Male,25,Rest Østland,4,1,No,No,Yes,No,No,No,No,3,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Sometimes,Always,Sometimes, ,Always,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.944439127162
57,2020-04-09 12:05:08,week 1,Male,72,Rest Østland,2,0,No,No,No,Yes,No,No,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Rarely,Always,Always,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Frequently,Sometimes,Frequently,Frequently,12, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.983900012451
58,2020-04-09 12:05:28,week 1,Female,45,Trøndelag/Nord-Norge,2,0,No,No,No,No,No,Yes,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Sometimes,Sometimes,Always,Rarely,Always,Always,Always, , ,Always,Always,Always,Always,Always,Rarely,Not at all,Not at all,Not at all,Sometimes,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.14114651711
59,2020-04-09 12:08:58,week 1,Female,71,Rest Østland,2,0,No,No,No,Yes,No,No,No,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Always,Always,30, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.03565157983
60,2020-04-09 12:09:41,week 1,Male,43,Trøndelag/Nord-Norge,5,3,Yes,No,No,No,No,No,No,4,1,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Frequently,Always,Always,Not at all,Always,Always,Always,Always,Always,Sometimes,Rarely,Not at all,Not at all,Rarely,Always,15,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.900607369945
61,2020-04-09 12:11:38,week 1,Female,69,Vestlandet,1,0,Yes,No,No,No,No,No,No,0,3,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Always,Always,Always,Not at all, ,Always,Always,Always,Always,Always,Not at all,Not at all,Always,Always,Always,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,.994239542654
62,2020-04-09 12:11:42,week 1,Female,59,Rest Østland,1,0,No,Yes,No,No,No,No,No,1,7,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Always,Always,Always,Always,Always,Always,Not at all, ,Always,Frequently,Frequently,Always,Always,Frequently,Always,Frequently,Always,Always,25,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.972273040412
63,2020-04-09 12:12:34,week 1,Male,19,Oslo/Akershus,1,0,No,Yes,No,No,No,No,No,3,0,0,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, , , , ,Not sure,Very easy,Very willing,Sometimes,Not at all,Not at all,Frequently,Rarely,Sometimes,Rarely,Sometimes,Not at all, ,Frequently,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Sometimes,Rarely,Sometimes,0,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,.956700562537
64,2020-04-09 12:14:28,week 1,Male,67,Trøndelag/Nord-Norge,1,0,No,No,No,Yes,No,No,No,0,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Sometimes,Always,Always, , ,Not at all,Always,Always,Always,Always,Frequently,Always,Always,Sometimes,Always,6, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,.927091900028
65,2020-04-09 12:14:50,week 1,Female,37,Oslo/Akershus,4,2,Yes,Yes,No,No,No,No,No,3,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Frequently,Not at all,Not at all,Rarely,Sometimes,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.941852506875
66,2020-04-09 12:17:24,week 1,Male,54,Trøndelag/Nord-Norge,4,1,Yes,No,No,No,No,No,No,3,100,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Sometimes,Frequently,Always,Sometimes,Always,Always,Always,Frequently,Frequently,Always,Sometimes,Rarely,Always,Not at all,Rarely,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,.907883752264
67,2020-04-09 12:17:47,week 1,Male,53,Trøndelag/Nord-Norge,1,0,No,No,No,No,No,Yes,No,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat difficult,Very willing,Not at all,Always,Always,Always,Always,Always,Frequently,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,.907883752264
68,2020-04-09 12:19:53,week 1,Male,36,Oslo/Akershus,2,0,Yes,No,No,No,No,No,No,1,0,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Sometimes,Frequently,Not at all,Not at all, ,Always,Always,Frequently,Always,Not at all,Rarely,Not at all,Not at all,Always,Sometimes,10,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.999905028028
69,2020-04-09 12:20:55,week 1,Female,35,Sørlandet,2,0,Yes,No,No,No,No,No,No,1,2,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Sometimes,Not at all,Always,Always,Not at all, ,Frequently,Not at all,Sometimes,Always,Frequently,Not at all,Not at all,Not at all,Frequently,Frequently,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Sko butikk,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.944491202827
70,2020-04-09 12:21:56,week 1,Female,37,Rest Østland,5,3,Yes,No,No,No,No,No,No,4,6,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.941852506875
71,2020-04-09 12:22:51,week 1,Male,71,Rest Østland,2,0,No,No,No,Yes,No,No,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Frequently,Always,Sometimes,Always,Always, , ,Rarely,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Always,Frequently,12, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,.983900012451
72,2020-04-09 12:23:54,week 1,Male,76,Trøndelag/Nord-Norge,2,0,No,No,No,Yes,No,No,No,1,1,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Not at all,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Sometimes,Rarely,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,.927091900028
73,2020-04-09 12:25:22,week 1,Female,44,Oslo/Akershus,1,0,No,No,No,Yes,No,No,No,1,0,1,"No, I have not","No, they have not",Yes,Yes,No,Yes,Yes,No,No,Always,No,No,Yes,Very easy,Not sure,Rarely,Always,Not at all,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,50, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,.975290239015
74,2020-04-09 12:25:41,week 1,Male,63,Trøndelag/Nord-Norge,2,0,Yes,No,No,No,No,No,No,4,4,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Somewhat willing,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Sometimes, ,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Not at all,Sometimes,Sometimes,Frequently,6,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.927091900028
75,2020-04-09 12:27:27,week 1,Male,33,Rest Østland,2,0,Yes,No,No,No,No,No,No,0,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very difficult,Neither willing nor unwilling,Not at all,Frequently,Frequently,Not at all,Always,Rarely,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Not at all,15,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.999905028028
76,2020-04-09 12:27:44,week 1,Male,71,Rest Østland,2,0,No,Yes,No,No,No,No,No,1,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Somewhat willing,Always,Always,Always,Always,Always,Sometimes,Always,Frequently,Always, ,Always,Frequently,Always,Always,Always,Rarely,Always,Rarely,Always,Always,8,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Hjemmekontor,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.983900012451
77,2020-04-09 12:34:22,week 1,Female,22,Rest Østland,3,3,Yes,No,No,No,No,No,No,2,0,0,"No, I have not",Not sure,No,No,No,No,No,Yes, , , , ,Not sure,Not sure,Not sure,Always,Always,Not at all,Rarely,Frequently,Rarely,Rarely,Not at all,Frequently,Always,Frequently,Always,Sometimes,Frequently,Always,Sometimes,Sometimes,Not at all,Always,Not at all,0,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.04099283777
78,2020-04-09 12:40:07,week 1,Female,44,Oslo/Akershus,1,1,Yes,No,No,No,No,No,No,2,0,1,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Sometimes,Always,Always,Always,Always,Frequently,Always,Frequently,Always,Always,Not at all,Always,Always,Always,Always,Sometimes,Always,Sometimes,Frequently,Frequently,20,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.991447316583
79,2020-04-09 12:41:02,week 1,Male,45,Rest Østland,1,0,No,No,No,No,Yes,No,No,0,3,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Not at all,Frequently,Frequently,Sometimes,Frequently,Frequently,Always,Always, , ,Frequently,Always,Always,Always,Frequently,Frequently,Not at all,Rarely,Rarely,Rarely,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,1.00271876423
80,2020-04-09 12:42:26,week 1,Female,51,Trøndelag/Nord-Norge,1,0,No,No,No,No,No,Yes,No,0,7,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Not at all,Always,Always,Always,Always,Rarely,Always,Always, , ,Always,Frequently,Frequently,Frequently,Sometimes,Sometimes,Not at all,Not at all,Sometimes,Always,30, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,.989743593618
81,2020-04-09 12:44:17,week 1,Female,54,Rest Østland,2,0,No,No,No,No,No,Yes,No,2,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Sometimes,Always,Always,Always,Always,Sometimes,Sometimes,Always, , ,Always,Always,Always,Always,Always,Sometimes,Frequently,Rarely,Always,Always,8, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,.972273040412
82,2020-04-09 12:44:50,week 1,Male,64,Vestlandet,1,0,No,No,No,Yes,No,No,No,0,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Sometimes,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Not at all,Always,Always,Always,Rarely,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,.958838871214
83,2020-04-09 12:44:55,week 1,Male,38,Vestlandet,3,0,No,No,No,No,No,Yes,No,1,0,2,"No, I have not","No, they have not",Yes,No,No,No,No,No,Not sure,Not at all,No,No,No,Somewhat easy,Somewhat willing,Not at all,Always,Always,Sometimes,Not at all,Not at all,Not at all,Always, , ,Rarely,Frequently,Frequently,Always,Frequently,Rarely,Not at all,Not at all,Not at all,Frequently,0, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.971565964529
84,2020-04-09 12:45:24,week 1,Male,66,Rest Østland,1,0,No,No,No,Yes,No,No,No,1,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Not at all,Not at all,Not at all,Not at all,Always,Not at all,Not at all,Not at all, , ,Sometimes,Not at all,Not at all,Not at all,Always,Not at all,Not at all,Not at all,Not at all,Not at all,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,.983900012451
85,2020-04-09 12:45:55,week 1,Male,21,Trøndelag/Nord-Norge,4,2,No,Yes,No,No,No,No,No,8,6,7,"Yes, and I tested negative","No, they have not",Yes,No,No,No,No,No,Not sure,Always,Yes,Yes,Yes,Neither easy nor difficult,Somewhat willing,Rarely,Always,Frequently,Always,Frequently,Frequently,Rarely,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Always,Rarely,Frequently,Rarely,Always,Sometimes,Sometimes,Rarely,20,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,.920070125858
86,2020-04-09 12:47:20,week 1,Female,33,Oslo/Akershus,4,2,No,Yes,No,No,No,No,No,2,2,2,"Yes, and I tested negative","Yes, and they tested negative",Yes,No,No,No,No,No,Not sure,Not at all,No,Not sure,No,Very difficult,Very unwilling,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Rarely,Not at all,Not at all,Sometimes,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.948698054748
87,2020-04-09 12:50:26,week 1,Male,41,Rest Østland,5,2,Yes,No,No,No,No,No,No,4,6,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Very willing,Not at all,Sometimes,Sometimes,Not at all,Not at all,Frequently,Not at all,Always,Always,Always,Always,Frequently,Frequently,Always,Frequently,Not at all,Not at all,Not at all,Rarely,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.00271876423
88,2020-04-09 12:50:48,week 1,Female,28,Vestlandet,1,0,Yes,No,No,No,No,No,No,0,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Not sure,Not sure,Sometimes,Always,Not at all,Not at all,Sometimes,Not at all,Not at all,Sometimes,Always, ,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Not at all,Not at all,Rarely,Rarely,15,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.98585496564
89,2020-04-09 12:53:58,week 1,Female,58,Trøndelag/Nord-Norge,1,0,No,No,No,No,No,Yes,No,0,3,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Somewhat willing,Not at all,Always,Frequently,Not at all,Not at all,Always,Not at all,Always, , ,Frequently,Always,Always,Always,Rarely,Rarely,Not at all,Not at all,Not at all,Not at all,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.989743593618
90,2020-04-09 12:56:36,week 1,Male,19,Sørlandet,1,0,No,No,No,No,No,Yes,No,2,5,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Somewhat willing,Rarely,Always,Frequently,Always,Always,Sometimes,Always,Sometimes, , ,Sometimes,Frequently,Frequently,Always,Sometimes,Sometimes,Always,Frequently,Frequently,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,1.25300651256
91,2020-04-09 12:59:38,week 1,Female,40,Rest Østland,1,0,Yes,No,No,No,No,No,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Not at all,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Rarely,Not at all,Not at all,Rarely,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.975290239015
92,2020-04-09 13:04:30,week 1,Female,67,Oslo/Akershus,2,0,Yes,No,No,No,No,No,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Frequently,Always,Always,Frequently,Always,Always,Always, ,Frequently,Frequently,Always,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Always,7,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.03565157983
93,2020-04-09 13:05:19,week 1,Female,59,Rest Østland,2,0,No,No,No,No,Yes,No,No,1,6,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Frequently,Frequently,Always,Always, , ,Frequently,Frequently,Always,Always,Always,Frequently,Not at all,Not at all,Always,Frequently,20, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.972273040412
94,2020-04-09 13:05:48,week 1,Female,60,Vestlandet,2,0,No,No,No,No,No,Yes,No,2,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Sometimes,Always,Always,Not at all,Always,Always, , ,Not at all,Always,Always,Always,Always,Not at all,Not at all,Not at all,Rarely,Frequently,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.994239542654
95,2020-04-09 13:12:53,week 1,Male,60,Rest Østland,1,0,No,Yes,No,No,No,No,No,0,3,1,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Rarely,No,No,Not sure,Somewhat easy,Very willing,Not at all,Frequently,Always,Always,Not at all,Frequently,Always,Always,Always, ,Always,Always,Always,Always,Always,Sometimes,Not at all,Always,Frequently,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,.983900012451
96,2020-04-09 13:19:20,week 1,Female,32,Oslo/Akershus,2,0,No,Yes,No,No,No,No,No,1,2,1,"Yes, and I have not received my results from the test yet","No, they have not",Yes,No,No,No,No,No,No,Always,No,No,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Sometimes,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Always,10,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,.948698054748
