RecordNo,endtime,qweek,gender,age,region,household_size,household_children,employment_status_1,employment_status_2,employment_status_3,employment_status_4,employment_status_5,employment_status_6,employment_status_7,i1_health,i2_health,i7a_health,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,weight
50,2020-04-09 11:04:17,week 1,Female,21,Midtjylland,2,0,No,No,Yes,No,No,No,No,1,7,25,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Not at all,Always,Always,Always,Always,Sometimes,Always,Always, , ,Always,Frequently,Frequently,Always,Always,Sometimes,Always,Frequently,Frequently,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,.832641038503
51,2020-04-09 11:04:21,week 1,Male,69,Hovedstaden,2,0,No,No,No,Yes,No,No,No,2,3,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Not at all,Frequently,Not at all,Always, , ,Always,Frequently,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.778454144918
52,2020-04-09 11:04:39,week 1,Female,59,Sjælland,2,0,No,No,No,No,Yes,No,No,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Somewhat willing,Not at all,Frequently,Not at all,Always,Not at all,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Frequently,21, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,1.04839078234
53,2020-04-09 11:04:42,week 1,Male,69,Hovedstaden,1,0,No,No,No,Yes,No,No,No,0,6,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Sometimes,Always,Always,Frequently,Always,Always, , ,Rarely,Frequently,Always,Always,Always,Sometimes,Not at all,Not at all,Frequently,Sometimes,12, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.778454144918
54,2020-04-09 11:05:14,week 1,Female,72,Hovedstaden,2,0,No,No,No,Yes,No,No,No,1,5,7,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Sometimes,Sometimes,Always,Always,Not at all,Always,Always, , ,Frequently,Frequently,Frequently,Always,Always,Sometimes,Not at all,Not at all,Rarely,Frequently,4, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.998534156062
55,2020-04-09 11:05:36,week 1,Female,18,Hovedstaden,6,2,No,No,Yes,No,No,No,No,5,2,1,"No, I have not","Yes, and they tested negative",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Frequently,Frequently,Sometimes, ,Sometimes,Sometimes,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Sometimes,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.877842035946
56,2020-04-09 11:06:54,week 1,Female,23,Hovedstaden,3,0,No,No,Yes,No,No,No,No,2,3,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Frequently,Always,Always,Rarely,Always,Always, , ,Always,Always,Always,Always,Frequently,Sometimes,Always,Rarely,Rarely,Frequently,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.877842035946
57,2020-04-09 11:08:10,week 1,Female,51,Midtjylland,1,0,Yes,No,No,No,No,No,No,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Sometimes,Always,Always,Frequently,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Frequently,Frequently,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,.902782009552
58,2020-04-09 11:16:04,week 1,Female,39,Syddanmark,4,2,No,Yes,No,No,No,No,No,3,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Rarely,Always,Always,Always,Always,Sometimes,Always,Always,Sometimes,Frequently,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Frequently,Always,12,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.765726658759
59,2020-04-09 11:31:39,week 1,Female,79,Midtjylland,2,0,No,No,No,Yes,No,No,No,1,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Sometimes,Frequently,Always,Sometimes,Always,Always, , ,Always,Always,Always,Always,Frequently,Rarely,Not at all,Not at all,Sometimes,Frequently,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.03792753462
60,2020-04-09 11:48:45,week 1,Male,25,Syddanmark,7,4,No,No,No,No,Yes,No,No,1,1,1, , , , , , , , , , , , ,No,Somewhat difficult,Neither willing nor unwilling,Frequently,Frequently,Sometimes,Sometimes,Always,Sometimes,Sometimes,Frequently, ,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Frequently,Rarely,Frequently,Frequently,Frequently,Frequently,1000, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,2.25331930683
61,2020-04-09 11:50:43,week 1,Female,67,Syddanmark,2,0,No,No,No,Yes,No,No,No,1,2,8,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Very willing,Not at all,Always,Always,Always,Not at all,Frequently,Always,Always, , ,Always,Frequently,Always,Always,Always,Frequently,Always,Frequently,Frequently,Frequently,12, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.13177089196
62,2020-04-09 11:51:19,week 1,Female,23,Midtjylland,1,0,No,Yes,No,No,No,No,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Sometimes,Always,Always,Sometimes,Rarely,Always,Always, ,Always,Always,Always,Always,Frequently,Sometimes,Not at all,Not at all,Frequently,Sometimes,12,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.832641038503
63,2020-04-09 11:52:42,week 1,Female,21,Hovedstaden,1,0,No,No,Yes,No,No,No,No,3,1,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Frequently,Sometimes,Always,Not at all,Frequently,Frequently,Frequently, , ,Always,Frequently,Frequently,Always,Always,Frequently,Not at all,Not at all,Frequently,Frequently,15, , , , , , , , , , , , , ,__NA__,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,.877842035946
64,2020-04-09 11:53:04,week 1,Female,57,Nordjylland,2,0,Yes,No,No,No,No,No,No,1,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Frequently,Always,Always,Rarely,Always,Always,Always, ,Always,Always,Always,Always,Always,Sometimes,Not at all,Always,Frequently,Always,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.88646202485
65,2020-04-09 11:53:55,week 1,Female,27,Hovedstaden,2,0,No,No,No,No,Yes,No,No,1,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Frequently,Always,Always,Rarely,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Sometimes,Always,12, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,.877842035946
66,2020-04-09 11:54:20,week 1,Female,18,Midtjylland,3,1,No,No,Yes,No,No,No,No,2,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Always,Always,Frequently,Frequently,Sometimes,Always, ,Frequently,Frequently,Sometimes,Always,Always,Frequently,Always,Rarely,Rarely,Sometimes,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.832641038503
67,2020-04-09 11:54:50,week 1,Male,41,Sjælland,4,2,Yes,No,No,No,No,No,No,3,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Sometimes,Frequently,Always,7,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.87178301106
68,2020-04-09 11:55:00,week 1,Female,56,Midtjylland,3,0,Yes,No,No,No,No,No,No,3,100,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Rarely,Always,Always,Frequently,Always,Always,Not at all, ,Always,Frequently,Always,Always,Frequently,Sometimes,Not at all,Not at all,Frequently,Frequently,10,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.902782009552
69,2020-04-09 11:54:58,week 1,Female,65,Sjælland,2,0,No,No,No,No,No,Yes,No,1,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Always,Always,Always, , ,Always,Frequently,Frequently,Always,Always,Frequently,Not at all,Not at all,Frequently,Always,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.842446456702
70,2020-04-09 11:55:09,week 1,Male,29,Nordjylland,1,0,No,No,Yes,No,No,No,No,1,2,0,"No, I have not","No, they have not",Yes,No,No,No,Yes,No,No,Frequently,No,No,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Frequently,Always,Rarely, , ,Sometimes,Sometimes,Sometimes,Always,Frequently,Frequently,Not at all,Not at all,Rarely,Frequently,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,2.15058065277
71,2020-04-09 11:55:17,week 1,Male,52,Syddanmark,2,1,No,No,No,No,Yes,No,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Frequently,Sometimes,Sometimes,Always,Rarely,Always,Not at all, ,Always,Frequently,Frequently,Always,Always,Always,Not at all,Always,Not at all,Not at all,Frequently,4, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1.00149382473
72,2020-04-09 11:55:37,week 1,Female,60,Sjælland,2,0,Yes,No,No,No,No,No,No,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Not at all,Frequently,Rarely,Sometimes,Always,Frequently,Not at all,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Sometimes,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.842446456702
73,2020-04-09 11:56:57,week 1,Male,34,Nordjylland,4,2,Yes,No,No,No,No,No,No,3,10,5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,20,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.899495682885
74,2020-04-09 11:57:21,week 1,Female,20,Nordjylland,2,0,No,No,No,No,Yes,No,No,1,6,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Always,Always,Always, , ,Always,Sometimes,Sometimes,Always,Always,Always,Not at all,Frequently,Always,Frequently,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,.86360721888
75,2020-04-09 11:57:54,week 1,Female,62,Hovedstaden,2,0,No,No,No,No,No,Yes,No,1,5,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Sometimes,Always,Not at all,Not at all,Not at all,Not at all, , ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Sometimes,Not at all,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.998534156062
76,2020-04-09 11:57:59,week 1,Male,72,Midtjylland,2,0,No,No,No,Yes,No,No,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Frequently,Rarely,Frequently,Always,Not at all,Always,Always, , ,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Always,Not at all,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,.825932980659
77,2020-04-09 11:58:21,week 1,Female,68,Midtjylland,2,0,No,No,No,Yes,No,No,No,1,4,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Always,Always,Always,Frequently,Always,Always, , ,Always,Always,Frequently,Always,Always,Frequently,Not at all,Not at all,Always,Always,10, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1.03792753462
78,2020-04-09 11:59:50,week 1,Female,62,Nordjylland,2,0,No,No,No,No,No,Yes,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Always,Frequently,Sometimes,Frequently,Always,Always, , ,Always,Always,Always,Always,Frequently,Sometimes,Not at all,Not at all,Sometimes,Always,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.977998869985
79,2020-04-09 11:59:53,week 1,Male,51,Nordjylland,4,3,Yes,No,No,No,No,No,No,3,10,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Not at all,Frequently,Frequently,Always,Always,Rarely,Not at all,Rarely,Rarely,Always,Sometimes,Rarely,Frequently,Always,Always,Rarely,Not at all,Rarely,Frequently,Sometimes,8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.28967385032
80,2020-04-09 12:00:25,week 1,Male,46,Sjælland,4,2,Yes,No,No,No,No,No,No,5,100,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Always,Always,Frequently,Sometimes,Always,Rarely,Not at all,Always,Frequently,Frequently,Always,Always,Frequently,Frequently,Not at all,Rarely,Frequently,Frequently,15,No,No,No,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.87178301106
81,2020-04-09 12:00:28,week 1,Female,71,Hovedstaden,1,0,No,No,No,Yes,No,No,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Frequently,Frequently,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Frequently,Frequently,Not at all,Not at all,Sometimes,Frequently,18, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,.998534156062
82,2020-04-09 12:00:45,week 1,Female,33,Midtjylland,2,0,Yes,No,No,No,No,No,No,1,5,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Not at all,Frequently,Always,Always,Always, ,Always,Frequently,Frequently,Always,Always,Frequently,Not at all,Not at all,Sometimes,Always,15,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.889607478343
83,2020-04-09 12:01:00,week 1,Female,22,Syddanmark,1,0,No,Yes,Yes,No,No,No,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Frequently,Sometimes,Always,Rarely,Rarely,Always,Always,Not at all, ,Not at all,Not at all,Not at all,Always,Rarely,Rarely,Not at all,Not at all,Not at all,Sometimes,10,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.806066336179
84,2020-04-09 12:01:16,week 1,Male,70,Midtjylland,2,0,No,No,No,Yes,No,No,No,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Not at all,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Always,Always,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,.825932980659
85,2020-04-09 12:01:19,week 1,Female,36,Sjælland,4,2,No,No,No,No,No,Yes,No,3,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Not at all,Sometimes,Sometimes,Not at all,Always,Sometimes,Always,Frequently, ,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Rarely,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.896295477674
86,2020-04-09 12:01:40,week 1,Male,44,Sjælland,4,2,Yes,No,No,No,No,No,No,3,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Frequently,Sometimes,Frequently,Always,Frequently,Always,Always,Always,Always,Frequently,Frequently,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Sometimes,8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.87178301106
87,2020-04-09 12:02:06,week 1,Male,54,Sjælland,1,0,Yes,No,No,No,No,No,No,2,3,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Not at all,Always,Sometimes, ,Frequently,Frequently,Always,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Frequently,8,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Forsvaret,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,.808323143964
88,2020-04-09 12:02:09,week 1,Female,21,Sjælland,1,0,No,Yes,Yes,No,No,No,No,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always, ,Frequently,Frequently,Frequently,Always,Always,Frequently,Not at all,Not at all,Sometimes,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.827213050089
89,2020-04-09 12:02:15,week 1,Male,60,Syddanmark,2,0,Yes,No,No,No,No,No,No,1,0,1,"No, I have not","No, they have not",Yes,Yes,Yes,No,Yes,No,Not sure,Always,No,No,Not sure,Very easy,Very willing,Not at all,Frequently,Not at all,Sometimes,Always,Frequently,Always,Always,Frequently, ,Frequently,Always,Always,Always,Frequently,Rarely,Not at all,Sometimes,Sometimes,Sometimes,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.04659793419
90,2020-04-09 12:02:43,week 1,Female,80,Hovedstaden,1,0,No,No,No,Yes,No,No,No,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Always,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,16, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,.998534156062
91,2020-04-09 12:02:45,week 1,Female,58,Nordjylland,2,0,Yes,No,No,No,No,No,No,1,3,1,"Yes, and I tested negative","No, they have not",Yes,No,No,No,No,No,No,Always,No,Yes,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Always,16,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.88646202485
92,2020-04-09 12:02:46,week 1,Female,61,Midtjylland,1,0,Yes,No,No,No,No,No,No,0,20,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Not at all,Not at all,Always,Always,Not at all, ,Always,Always,Always,Always,Always,Frequently,Always,Always,Not at all,Frequently,15,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.03792753462
93,2020-04-09 12:02:51,week 1,Female,35,Midtjylland,6,4,Yes,No,No,No,No,No,No,5,15,5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Neither willing nor unwilling,Not at all,Frequently,Frequently,Frequently,Always,Not at all,Not at all,Always,Not at all,Always,Not at all,Not at all,Frequently,Always,Sometimes,Rarely,Not at all,Not at all,Not at all,Not at all,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.889607478343
94,2020-04-09 12:02:54,week 1,Male,38,Nordjylland,1,0,Yes,No,No,No,No,No,No,0,1,1,"Yes, and I tested negative","No, they have not",No,No,No,No,Yes,No,Not sure,Frequently,Yes,No,Yes,Somewhat easy,Somewhat willing,Not at all,Frequently,Not at all,Always,Always,Frequently,Not at all,Always,Always, ,Always,Frequently,Always,Always,Always,Always,Not at all,Not at all,Not at all,Rarely,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,.899495682885
95,2020-04-09 12:03:17,week 1,Female,30,Syddanmark,4,2,Yes,No,No,No,No,No,No,3,3,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Always,30,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,.765726658759
96,2020-04-09 12:03:43,week 1,Female,74,Hovedstaden,1,0,No,No,No,Yes,No,No,No,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Always,Always,Always,Rarely,Frequently,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Frequently,25, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,.998534156062
